xmlid,xmleventtypeid,xmlticker,xmleventdate,xmlfakeqtr,xmlcity,xmlcompanyname,xmlymd,xmlcalldate,gvkey,datadate,tic,cusip,conm,rdq,exchg,fic,no_of_days
12412252,1,5871.TW,19-Mar-19,Q4 2018,Taipei,Chailease Holding Co Ltd,20190319,19-Mar-19,,,,,,,,,
12265195,8,590.HK,17-Jan-19,Q3 2019,Kowloon,Luk Fook Holdings Internat,20190117,17-Jan-19,,,,,,,,,
12475773,8,590.HK,17-Apr-19,Q4 2019,Kowloon,Luk Fook Holdings Internat,20190417,17-Apr-19,,,,,,,,,
12277307,1,5938.T,31-Jan-19,Q3 2019,Tokyo,LIXIL Group Corp,20190131,31-Jan-19,,,,,,,,,
12489810,5,5938.T,18-Apr-19,LIXIL G,Tokyo,LIXIL Group Corp,20190418,18-Apr-19,,,,,,,,,
12401489,1,600011.SS,21-Mar-19,Full Ye,HK,Huaneng Power Internationa,20190321,21-Mar-19,,,,,,,,,
12415280,1,600028.SS,25-Mar-19,Q4 2018,HK,China Petroleum & Chemical,20190325,25-Mar-19,,,,,,,,,
12446283,1,600188.SS,1-Apr-19,Full Ye,NAN,Yanzhou Coal Mining Co Ltd,20190401,1-Apr-19,,,,,,,,,
12429661,1,601088.SS,22-Mar-19,Q4 2018,HK,China Shenhua Energy Co Lt,20190322,22-Mar-19,,,,,,,,,
12401372,1,601318.SS,13-Mar-19,Full Ye,Shanghai,Ping An Insurance Group Co,20190313,13-Mar-19,,,,,,,,,
12390366,1,601336.SS,21-Mar-19,Full Ye,HK,New China Life Insurance C,20190321,21-Mar-19,,,,,,,,,
12412162,1,601601.SS,26-Mar-19,Q4 2018,HK,China Pacific Insurance Gr,20190326,26-Mar-19,,,,,,,,,
12292572,1,601628.SS,28-Mar-19,Full Ye,Hong Kong,China Life Insurance Co Lt,20190328,28-Mar-19,,,,,,,,,
12273958,30,601808.SS,24-Jan-19,China O,HK,China Oilfield Services Lt,20190124,24-Jan-19,,,,,,,,,
12401416,1,601808.SS,28-Mar-19,Full Ye,HK,China Oilfield Services Lt,20190328,28-Mar-19,,,,,,,,,
12421449,1,601939.SS,28-Mar-19,Full Ye,Beijing,China Construction Bank Co,20190328,28-Mar-19,,,,,,,,,
12265254,1,6028.T,1-Feb-19,Q2 2019,"Minato-Ku, To",TechnoPro Holdings Inc,20190201,1-Feb-19,,,,,,,,,
12431115,1,603.HK,28-Mar-19,Full Ye,NAN,China Oil and Gas Group Lt,20190328,28-Mar-19,,,,,,,,,
12259435,1,6301.T,1-Feb-19,Q3 2019,Tokyo,Komatsu Ltd,20190201,1-Feb-19,,,,,,,,,
12236587,1,6479.T,6-Feb-19,Q3 2019,Tokyo,Minebea Mitsumi Inc,20190206,6-Feb-19,,,,,,,,,
12403936,1,6481.T,15-Feb-19,Full Ye,Tokyo,THK Co Ltd,20190215,15-Feb-19,,,,,,,,,
12278755,5,6501.T,17-Jan-19,Hitachi,Tokyo,Hitachi Ltd,20190117,17-Jan-19,,,,,,,,,
12258472,1,6501.T,1-Feb-19,Q3 2019,Tokyo,Hitachi Ltd,20190201,1-Feb-19,,,,,,,,,
12258473,1,6501.T,1-Feb-19,Q3 2019,Tokyo,Hitachi Ltd,20190201,1-Feb-19,,,,,,,,,
12292819,1,6502.T,13-Feb-19,Q3 2019,Tokyo,Toshiba Corp,20190213,13-Feb-19,,,,,,,,,
12294563,1,6504.T,1-Feb-19,Q3 2019,Tokyo,Fuji Electric Co Ltd,20190201,1-Feb-19,,,,,,,,,
12414124,1,656.HK,27-Mar-19,Full Ye,Shanghai,Fosun International Ltd,20190327,27-Mar-19,,,,,,,,,
12414082,1,6594.T,24-Apr-19,Full Ye,Ukyoku,Nidec Corp,20190424,24-Apr-19,,,,,,,,,
12259301,1,6594.T,23-Jan-19,Q3 2019,Ukyoku,Nidec Corp,20190123,23-Jan-19,,,,,,,,,
12401577,1,66.HK,7-Mar-19,Full Ye,Kowloon Bay,MTR Corp Ltd,20190307,7-Mar-19,,,,,,,,,
12356359,1,669.HK,7-Mar-19,Full Ye,Tsuen Wan,Techtronic Industries Co L,20190307,7-Mar-19,,,,,,,,,
12263966,1,6701.T,30-Jan-19,Q3 2019,Tokyo,NEC Corp,20190130,30-Jan-19,,,,,,,,,
12292609,1,6702.T,31-Jan-19,Q3 2019,Tokyo,Fujitsu Ltd,20190131,31-Jan-19,,,,,,,,,
12344044,1,6740.T,14-Feb-19,Q3 2019,Minato-ku,Japan Display Inc,20190214,14-Feb-19,,,,,,,,,
12298766,1,6752.T,4-Feb-19,Q3 2019,"Kadoma, Osaka",Panasonic Corp,20190204,4-Feb-19,,,,,,,,,
12244623,1,6758.T,1-Feb-19,Q3 2018,Tokyo,Sony Corp,20190201,1-Feb-19,,,,,,,,,
12236497,1,6762.T,30-Jan-19,Q3 2019,Tokyo,TDK Corp,20190130,30-Jan-19,,,,,,,,,
12343659,1,6808.HK,4-Mar-19,Full Ye,Hong Kong,Sun Art Retail Group Ltd,20190304,4-Mar-19,,,,,,,,,
12335933,1,6823.HK,22-Feb-19,Full Ye,NAN,HKT Trust and HKT Ltd,20190222,22-Feb-19,,,,,,,,,
12292756,1,6857.T,30-Jan-19,Q3 2019,Tokyo,Advantest Corp,20190130,30-Jan-19,,,,,,,,,
12300359,1,6869.T,6-Feb-19,Q3 2019,Kobe,Sysmex Corp,20190206,6-Feb-19,,,,,,,,,
12325679,1,696.HK,29-Mar-19,Full Ye,Beijing,TravelSky Technology Ltd,20190329,29-Mar-19,,,,,,,,,
12349444,1,700.HK,21-Mar-19,Q4 2018,HK,Tencent Holdings Ltd,20190321,21-Mar-19,,,,,,,,,
12277250,1,7011.T,6-Feb-19,Q3 2019,Tokyo,Mitsubishi Heavy Industrie,20190206,6-Feb-19,,,,,,,,,
12259451,1,7012.T,31-Jan-19,Q3 2019,Kobe,Kawasaki Heavy Industries,20190131,31-Jan-19,,,,,,,,,
12282391,1,7013.T,7-Feb-19,Q3 2019,Tokyo,IHI Corp,20190207,7-Feb-19,,,,,,,,,
12314954,1,7201.T,12-Feb-19,Q3 2019,Tokyo,Nissan Motor Co Ltd,20190212,12-Feb-19,,,,,,,,,
12301962,1,7203.T,6-Feb-19,Q3 2019,Aichi,Toyota Motor Corp,20190206,6-Feb-19,,,,,,,,,
12294885,1,7211.T,1-Feb-19,Q3 2019,Tokyo,Mitsubishi Motors Corp,20190201,1-Feb-19,,,,,,,,,
12296893,1,7267.T,1-Feb-19,Q3 2019,Tokyo,Honda Motor Co Ltd,20190201,1-Feb-19,,,,,,,,,
12296895,1,7267.T,1-Feb-19,Q3 2019,Tokyo,Honda Motor Co Ltd,20190201,1-Feb-19,,,,,,,,,
12277243,1,7272.T,12-Feb-19,Full Ye,Shizuoka,Yamaha Motor Co Ltd,20190212,12-Feb-19,,,,,,,,,
12280170,1,728.HK,19-Mar-19,Full Ye,BEIJING,China Telecom Corp Ltd,20190319,19-Mar-19,,,,,,,,,
12383916,1,762.HK,13-Mar-19,Full Ye,Hong Kong,China Unicom Hong Kong Ltd,20190313,13-Mar-19,,,,,,,,,
12429519,5,7733.T,13-Mar-19,Olympus,Tokyo,Olympus Corp,20190313,13-Mar-19,,,,,,,,,
12282664,1,7733.T,8-Feb-19,Q3 2019,Tokyo,Olympus Corp,20190208,8-Feb-19,,,,,,,,,
12265189,5,7733.T,11-Jan-19,Olympus,Tokyo,Olympus Corp,20190111,11-Jan-19,,,,,,,,,
12419039,1,777.HK,27-Mar-19,Full Ye,Hong Kong,NetDragon Websoft Holdings,20190327,27-Mar-19,,,,,,,,,
12277248,1,7951.T,6-Feb-19,Q3 2019,Shizuoka,Yamaha Corp,20190206,6-Feb-19,,,,,,,,,
12490888,5,7951.T,12-Apr-19,Yamaha,Shizuoka,Yamaha Corp,20190412,12-Apr-19,,,,,,,,,
12402459,1,799.HK,7-Mar-19,Full Ye,NAN,IGG Inc,20190307,7-Mar-19,,,,,,,,,
12345131,1,8.HK,25-Feb-19,Full Ye,Quarry Bay,PCCW Ltd,20190225,25-Feb-19,,,,,,,,,
12300123,1,8001.T,5-Feb-19,Q3 2019,Tokyo,Itochu Corp,20190205,5-Feb-19,,,,,,,,,
12303253,1,8002.T,7-Feb-19,Q3 2019,Tokyo,Marubeni Corp,20190207,7-Feb-19,,,,,,,,,
12297006,1,8031.T,1-Feb-19,Q3 2019,Tokyo,Mitsui & Co Ltd,20190201,1-Feb-19,,,,,,,,,
12297352,1,8035.T,31-Jan-19,Q3 2019,Tokyo,Tokyo Electron Ltd,20190131,31-Jan-19,,,,,,,,,
12263982,1,8058.T,5-Feb-19,Q3 2019,Tokyo,Mitsubishi Corp,20190205,5-Feb-19,,,,,,,,,
12350986,1,806.HK,12-Mar-19,Full Ye,Hong Kong,Value Partners Group Ltd,20190312,12-Mar-19,,,,,,,,,
12425786,1,813.HK,26-Mar-19,Full Ye,HK,Shimao Property Holdings L,20190326,26-Mar-19,,,,,,,,,
12350799,1,8150.TW,7-Mar-19,Q4 2018,Baoshan,ChipMOS Technologies Inc,20190307,7-Mar-19,,,,,,,,,
12466628,1,8251.T,8-Apr-19,Full Ye,Tokyo,Parco Co Ltd,20190408,8-Apr-19,,,,,,,,,
12292104,1,8267.T,9-Jan-19,Q3 2019,Chiba,Aeon Co Ltd,20190109,9-Jan-19,,,,,,,,,
12228620,1,8303.T,30-Jan-19,Q3 2019,Tokyo,Shinsei Bank Ltd,20190130,30-Jan-19,,,,,,,,,
12412557,1,832.HK,28-Mar-19,Full Ye,ZHENGZHOU,Central China Real Estate,20190328,28-Mar-19,,,,,,,,,
12259411,1,8410.T,1-Feb-19,Q3 2019,Tokyo,Seven Bank Ltd,20190201,1-Feb-19,,,,,,,,,
12294062,1,8473.T,31-Jan-19,Q3 2019,Tokyo,SBI Holdings Inc,20190131,31-Jan-19,,,,,,,,,
12429800,1,853.HK,27-Mar-19,Full Ye,Shanghai,MicroPort Scientific Corp,20190327,27-Mar-19,,,,,,,,,
12281206,1,8591.T,28-Jan-19,Q3 2019,Tokyo,Orix Corp,20190128,28-Jan-19,,,,,,,,,
12238450,1,8601.T,29-Jan-19,Q3 2019,Tokyo,Daiwa Securities Group Inc,20190129,29-Jan-19,,,,,,,,,
12274623,1,8604.T,31-Jan-19,Q3 2019,Tokyo,Nomura Holdings Inc,20190131,31-Jan-19,,,,,,,,,
12458524,31,8604.T,4-Apr-19,Nomura,Tokyo,Nomura Holdings Inc,20190404,4-Apr-19,,,,,,,,,
12442739,1,861.HK,29-Mar-19,Full Ye,HONG KONG,Digital China Holdings Ltd,20190329,29-Mar-19,,,,,,,,,
12456063,5,8697.T,28-Mar-19,Japan E,Osaka,Japan Exchange Group Inc,20190328,28-Mar-19,,,,,,,,,
12259481,1,8729.T,13-Feb-19,Q3 2019,Tokyo,Sony Financial Holdings In,20190213,13-Feb-19,,,,,,,,,
12259487,1,8801.T,8-Feb-19,Q3 2019,Tokyo,Mitsui Fudosan Co Ltd,20190208,8-Feb-19,,,,,,,,,
12424679,1,883.HK,21-Mar-19,Full Ye,HK,CNOOC Ltd,20190321,21-Mar-19,,,,,,,,,
12276450,5,883.HK,23-Jan-19,CNOOC L,Beijing,CNOOC Ltd,20190123,23-Jan-19,,,,,,,,,
12287377,1,888.L,12-Mar-19,Full Ye,London,888 Holdings PLC,20190312,12-Mar-19,,,,,,,,,
12265183,1,8905.T,9-Jan-19,Q3 2019,Chiba,Aeon Mall Co Ltd,20190109,9-Jan-19,,,,,,,,,
12477997,1,8905.T,10-Apr-19,Full Ye,Chiba,Aeon Mall Co Ltd,20190410,10-Apr-19,,,,,,,,,
12264157,1,8923.T,10-Jan-19,Full Ye,Tokyo,Tosei Corp,20190110,10-Jan-19,,,,,,,,,
12345040,1,8951.T,18-Feb-19,Full Ye,Tokyo,Nippon Building Fund Inc,20190218,18-Feb-19,,,,,,,,,
12424825,1,8953.T,16-Apr-19,Half Ye,Tokyo,Japan Retail Fund Investme,20190416,16-Apr-19,,,,,,,,,
12292709,1,9101.T,31-Jan-19,Q3 2019,Tokyo,Nippon Yusen KK,20190131,31-Jan-19,,,,,,,,,
12259492,1,9107.T,31-Jan-19,Q3 2019,Tokyo,Kawasaki Kisen Kaisha Ltd,20190131,31-Jan-19,,,,,,,,,
12326002,1,9202.T,29-Jan-19,Q3 2019,Tokyo,ANA Holdings Inc,20190129,29-Jan-19,,,,,,,,,
12424763,1,941.HK,21-Mar-19,Full Ye,HK,China Mobile Ltd,20190321,21-Mar-19,,,,,,,,,
12259633,1,9432.T,7-Feb-19,Q3 2019,Tokyo,Nippon Telegraph and Telep,20190207,7-Feb-19,,,,,,,,,
12245938,1,9433.T,31-Jan-19,Q3 2019,Tokyo,KDDI Corp,20190131,31-Jan-19,,,,,,,,,
12238448,1,9437.T,1-Feb-19,Q3 FY18,Tokyo,NTT Docomo Inc,20190201,1-Feb-19,,,,,,,,,
12323763,1,9449.T,12-Feb-19,Full Ye,Tokyo,GMO Internet Inc,20190212,12-Feb-19,,,,,,,,,
12265542,1,981.HK,15-Feb-19,Q4 2018,Shanghai,Semiconductor Manufacturin,20190215,15-Feb-19,,,,,,,,,
12332148,1,992.HK,21-Feb-19,Q3 2019,BEIJING,Lenovo Group Ltd,20190221,21-Feb-19,,,,,,,,,
12254036,1,9984.T,6-Feb-19,Q3 2019,Tokyo,SoftBank Group Corp,20190206,6-Feb-19,,,,,,,,,
12278874,1,A,20-Feb-19,Q1 2019,SANTA CLARA,Agilent Technologies Inc,20190220,20-Feb-19,126554,20190131,A,00846U101,AGILENT TECHNOLOGIES INC,20190220,11,USA,0
12282255,7,A,28-Feb-19,Agilent,New York,Agilent Technologies Inc,20190228,28-Feb-19,126554,20190131,A,00846U101,AGILENT TECHNOLOGIES INC,20190220,11,USA,-8
12301332,11,A,20-Mar-19,Agilent,SANTA CLARA,Agilent Technologies Inc,20190320,20-Mar-19,126554,20190131,A,00846U101,AGILENT TECHNOLOGIES INC,20190220,11,USA,-28
12236259,7,A,3-Jan-19,Agilent,New York,Agilent Technologies Inc,20190103,3-Jan-19,,,,,,,,,
12236260,7,A,8-Jan-19,Agilent,San Francisco,Agilent Technologies Inc,20190108,8-Jan-19,,,,,,,,,
12425333,1,A2A.MI,3-Apr-19,Full Ye,Milan,A2A SpA,20190403,3-Apr-19,,,,,,,,,
12185491,1,A3M.MC,28-Feb-19,Full Ye,San Sebastiá,Atresmedia Corporacion de,20190228,28-Feb-19,,,,,,,,,
12449560,1,AA.L,3-Apr-19,Full Ye,London,AA PLC,20190403,3-Apr-19,,,,,,,,,
12426561,1,AA.N,17-Apr-19,Q1 2019,NEW YORK,Alcoa Corp,20190417,17-Apr-19,,,,,,,,,
11686377,1,AA.N,16-Jan-19,Q4 2018,NEW YORK,Alcoa Corp,20190116,16-Jan-19,,,,,,,,,
12347141,7,AA.N,26-Feb-19,Alcoa C,Hollywood,Alcoa Corp,20190226,26-Feb-19,,,,,,,,,
12456463,5,AABA,3-Apr-19,Altaba,SUNNYVALE,Altaba Inc,20190403,3-Apr-19,,,,,,,,,
12367871,1,AAC,16-Apr-19,Q4 2018,Brentwood,AAC Holdings Inc,20190416,16-Apr-19,178698,20181231,AAC,307108,AAC HOLDINGS INC,20190415,11,USA,-1
12300127,1,AAD.AX,21-Feb-19,Half Ye,Milsons Point,Ardent Leisure Group,20190221,21-Feb-19,,,,,,,,,
12259764,1,AAK.ST,8-Feb-19,Q4 2018,19 Malmö,AAK AB (publ),20190208,8-Feb-19,,,,,,,,,
12430159,1,AAK.ST,23-Apr-19,Q1 2019,19 Malmö,AAK AB (publ),20190423,23-Apr-19,,,,,,,,,
12264813,1,AAL,24-Jan-19,Q4 2018,FORT WORTH,American Airlines Group In,20190124,24-Jan-19,1045,20181231,AAL,02376R102,AMERICAN AIRLINES GROUP INC,20190124,14,USA,0
12355661,7,AAL,5-Mar-19,America,New  York,American Airlines Group In,20190305,5-Mar-19,,,,,,,,,
12294543,5,AAL.L,3-Apr-19,Anglo A,London,Anglo American PLC,20190403,3-Apr-19,,,,,,,,,
12325874,1,AAL.L,21-Feb-19,Full Ye,London,Anglo American PLC,20190221,21-Feb-19,,,,,,,,,
12290756,1,AALB.AS,26-Feb-19,Full Ye,Langbroek,Aalberts Industries NV,20190226,26-Feb-19,,,,,,,,,
12422304,1,AALR3.SA,20-Mar-19,Q4 2018,BELO ORIENTE,Centro de Imagem Diagnosti,20190320,20-Mar-19,,,,,,,,,
12283396,1,AAN,14-Feb-19,Q4 2018,ATLANTA,Aaron's Inc,20190214,14-Feb-19,1076,20181231,AAN,2535300,AARON'S INC,20190214,11,USA,0
12391874,31,AAOI,5-Mar-19,Applied,Sugar Land,Applied Optoelectronics In,20190305,5-Mar-19,18564,20181231,AAOI,03823U102,APPLIED OPTOELECTRONICS INC,20190221,14,USA,-12
12182969,1,AAOI,21-Feb-19,Q4 2018,Sugar Land,Applied Optoelectronics In,20190221,21-Feb-19,18564,20181231,AAOI,03823U102,APPLIED OPTOELECTRONICS INC,20190221,14,USA,0
12349685,1,AAON,28-Feb-19,Q4 2018,TULSA,Aaon Inc,20190228,28-Feb-19,21542,20181231,AAON,360206,AAON INC,20190228,14,USA,0
12287859,1,AAP,19-Feb-19,Q4 2018,ROANOKE,Advance Auto Parts Inc,20190219,19-Feb-19,145977,20181231,AAP,00751Y106,ADVANCE AUTO PARTS INC,20190219,11,USA,0
12250200,1,AAPL,29-Jan-19,Q1 2019,CUPERTINO,Apple Inc,20190129,29-Jan-19,1690,20181231,AAPL,37833100,APPLE INC,20190129,14,USA,0
12438043,5,AAPL,25-Mar-19,Apple I,CUPERTINO,Apple Inc,20190325,25-Mar-19,,,,,,,,,
12293676,1,AARTIIND.,4-Feb-19,Q3 2019,NAN,Aarti Industries Ltd,20190204,4-Feb-19,,,,,,,,,
12259150,1,AAT,13-Feb-19,Q4 2018,San Diego,American Assets Trust Inc,20190213,13-Feb-19,185549,20181231,AAT,24013104,AMERICAN ASSETS TRUST INC,20190212,11,USA,-1
12291573,1,AAWW,19-Feb-19,Q4 2018,Purchase,Atlas Air Worldwide Holdin,20190219,19-Feb-19,61155,20181231,AAWW,49164205,ATLAS AIR WORLDWIDE HLDG INC,20190219,14,USA,0
12291536,1,AB,13-Feb-19,Q4 2018,NEW YORK,AllianceBernstein Holding,20190213,13-Feb-19,14592,20181231,AB,01881G106,ALLIANCEBERNSTEIN HOLDING LP,20190212,11,USA,-1
12348191,7,AB,27-Feb-19,Allianc,New York,AllianceBernstein Holding,20190227,27-Feb-19,14592,20181231,AB,01881G106,ALLIANCEBERNSTEIN HOLDING LP,20190212,11,USA,-15
12347842,1,ABA.AX,15-Feb-19,Half Ye,"BUNDABERG , Q",Auswide Bank Ltd,20190215,15-Feb-19,,,,,,,,,
12359171,1,ABB.NSE,1-Mar-19,Q4 2018,Bangalore,ABB India Ltd,20190301,1-Mar-19,,,,,,,,,
12403347,5,ABB.NSE,6-Mar-19,ABB Ind,Bangalore,ABB India Ltd,20190306,6-Mar-19,,,,,,,,,
12384705,1,ABBN.VX,28-Feb-19,Q4 2018,Zurich,ABB Ltd,20190228,28-Feb-19,,,,,,,,,
12278400,1,ABBN.VX,28-Feb-19,Q4 2018,Zurich,ABB Ltd,20190228,28-Feb-19,,,,,,,,,
12486801,1,ABBN.VX,17-Apr-19,Q1 2019,Zurich,ABB Ltd,20190417,17-Apr-19,,,,,,,,,
12251188,1,ABBV,25-Jan-19,Q4 2018,North Chicago,AbbVie Inc,20190125,25-Jan-19,16101,20181231,ABBV,00287Y109,ABBVIE INC,20190125,11,USA,0
12362254,7,ABBV,13-Mar-19,AbbVie,Miami Beach,AbbVie Inc,20190313,13-Mar-19,,,,,,,,,
12238691,7,ABBV,9-Jan-19,AbbVie,San Francisco,AbbVie Inc,20190109,9-Jan-19,,,,,,,,,
12350216,7,ABBV,12-Mar-19,AbbVie,Boston,AbbVie Inc,20190312,12-Mar-19,,,,,,,,,
12293190,7,ABC,25-Feb-19,Ameriso,New York,AmerisourceBergen Corp,20190225,25-Feb-19,31673,20181231,ABC,3.07E+108,AMERISOURCEBERGEN CORP,20190131,11,USA,-25
12251442,1,ABC,31-Jan-19,Q1 2019,CHESTERBROOK,AmerisourceBergen Corp,20190131,31-Jan-19,31673,20181231,ABC,3.07E+108,AMERISOURCEBERGEN CORP,20190131,11,USA,0
12179215,7,ABC,7-Jan-19,Ameriso,San Francisco,AmerisourceBergen Corp,20190107,7-Jan-19,,,,,,,,,
12293192,7,ABC,13-Mar-19,Ameriso,Miami Beach,AmerisourceBergen Corp,20190313,13-Mar-19,,,,,,,,,
12250785,7,ABC.L,9-Jan-19,Abcam P,San Francisco,Abcam PLC,20190109,9-Jan-19,,,,,,,,,
12362312,1,ABC.L,4-Mar-19,Half Ye,NAN,Abcam PLC,20190304,4-Mar-19,,,,,,,,,
12468334,1,ABCB,23-Apr-19,Q1 2019,MOULTRIE,Ameris Bancorp,20190423,23-Apr-19,30222,20190331,ABCB,03076K108,AMERIS BANCORP,20190423,14,USA,0
12260492,1,ABCB,25-Jan-19,Q4 2018,MOULTRIE,Ameris Bancorp,20190125,25-Jan-19,30222,20181231,ABCB,03076K108,AMERIS BANCORP,20190125,14,USA,0
12336828,1,ABDC,12-Mar-19,Q4 2018,NEW YORK,Alcentra Capital Corp,20190312,12-Mar-19,20550,20181231,ABDC,01374T102,ALCENTRA CAPITAL CORP,20190311,14,USA,-1
12425480,1,ABEO,19-Mar-19,Q4 2018,Dallas,Abeona Therapeutics Inc,20190319,19-Mar-19,12713,20181231,ABEO,00289Y107,ABEONA THERAPEUTICS INC,20190318,14,USA,-1
12297644,1,ABEV3.SA,28-Feb-19,Q4 2018,Sao Paulo,Ambev SA,20190228,28-Feb-19,,,,,,,,,
12495171,1,ABF.L,24-Apr-19,Half Ye,London,Associated British Foods P,20190424,24-Apr-19,,,,,,,,,
12469373,1,ABG,23-Apr-19,Q1 2019,NEW YORK,Asbury Automotive Group In,20190423,23-Apr-19,144640,20190331,ABG,43436104,ASBURY AUTOMOTIVE GROUP INC,20190423,11,USA,0
12275259,1,ABG,6-Feb-19,Q4 2018,NEW YORK,Asbury Automotive Group In,20190206,6-Feb-19,144640,20181231,ABG,43436104,ASBURY AUTOMOTIVE GROUP INC,20190206,11,USA,0
12158115,1,ABI.BR,28-Feb-19,Q4 2018,LEUVEN (LOUVA,Anheuser Busch Inbev NV,20190228,28-Feb-19,,,,,,,,,
12349923,1,ABM,7-Mar-19,Q1 2019,NEW YORK,ABM Industries Inc,20190307,7-Mar-19,1410,20190131,ABM,957100,ABM INDUSTRIES INC,20190306,11,USA,-1
12257929,1,ABMD,31-Jan-19,Q3 2019,Danvers,Abiomed Inc,20190131,31-Jan-19,13619,20181231,ABMD,3654100,ABIOMED INC,20190131,14,USA,0
12246138,7,ABMD,8-Jan-19,Abiomed,San Francisco,Abiomed Inc,20190108,8-Jan-19,,,,,,,,,
12130185,11,ABN.AS,24-Apr-19,ABN AMR,AMSTERDAM,ABN AMRO Group NV,20190424,24-Apr-19,,,,,,,,,
12285211,1,ABN.AS,13-Feb-19,Q4 2018,AMSTERDAM,ABN AMRO Group NV,20190213,13-Feb-19,,,,,,,,,
12208479,1,ABP.AX,14-Feb-19,Half Ye,"Sydney, New S",Abacus Property Group,20190214,14-Feb-19,,,,,,,,,
12301319,1,ABR,15-Feb-19,Q4 2018,Uniondale,Arbor Realty Trust Inc,20190215,15-Feb-19,160173,20181231,ABR,38923108,ARBOR REALTY TRUST INC,20190215,11,USA,0
12235059,1,ABT,23-Jan-19,Q4 2018,ABBOTT PARK,Abbott Laboratories,20190123,23-Jan-19,1078,20181231,ABT,2824100,ABBOTT LABORATORIES,20190123,11,USA,0
12428238,1,ABT,17-Apr-19,Q1 2019,ABBOTT PARK,Abbott Laboratories,20190417,17-Apr-19,1078,20190331,ABT,2824100,ABBOTT LABORATORIES,20190417,11,USA,0
12353130,7,ABT,13-Mar-19,Abbott,Miami Beach,Abbott Laboratories,20190313,13-Mar-19,,,,,,,,,
12229065,7,ABT,8-Jan-19,Abbott,San Francisco,Abbott Laboratories,20190108,8-Jan-19,,,,,,,,,
12280425,1,ABT.TO,4-Feb-19,Q2 2019,VANCOUVER,Absolute Software Corp,20190204,4-Feb-19,,,,,,,,,
12349935,1,ABTL,7-Mar-19,Q4 2018,IRVINE,AutoWeb Inc,20190307,7-Mar-19,,,,,,,,,
12260546,1,ABTX,25-Jan-19,Q4 2018,HOUSTON,Allegiance Bancshares Inc,20190125,25-Jan-19,26270,20181231,ABTX,01748H107,ALLEGIANCE BANCSHARES INC,20190125,14,USA,0
12359916,1,ABUS.OQ,7-Mar-19,Q4 2018,NAN,Arbutus Biopharma Corp,20190307,7-Mar-19,,,,,,,,,
12287981,31,ABVX.PA,30-Jan-19,KOL Lun,Geneva,Abivax SA,20190130,30-Jan-19,,,,,,,,,
12412526,34,ABX.TO,11-Mar-19,Barrick,GREENWOOD VIL,Barrick Gold Corp,20190311,11-Mar-19,,,,,,,,,
12264493,1,ABX.TO,13-Feb-19,Q4 2018,Toronto,Barrick Gold Corp,20190213,13-Feb-19,,,,,,,,,
12385452,34,ABX.TO,4-Mar-19,Barrick,GREENWOOD VIL,Barrick Gold Corp,20190304,4-Mar-19,,,,,,,,,
12317321,1,ABY,28-Feb-19,Q4 2018,"Leeds,",Atlantica Yield PLC,20190228,28-Feb-19,,,,,,,,,
12277943,1,AC*.MX,19-Feb-19,Q4 2018,Nuevo León,Arca Continental SAB de CV,20190219,19-Feb-19,,,,,,,,,
12467033,33,AC.PA,18-Apr-19,Q1 2019,Cedex,Accor SA,20190418,18-Apr-19,,,,,,,,,
12293013,1,AC.PA,21-Feb-19,Full Ye,Paris,Accor SA,20190221,21-Feb-19,,,,,,,,,
12363369,7,AC.TO,5-Mar-19,Air Can,New  York,AIR Canada,20190305,5-Mar-19,,,,,,,,,
11535648,1,AC.TO,15-Feb-19,Q4 2018,DORVAL,AIR Canada,20190215,15-Feb-19,,,,,,,,,
12284531,5,AC.TO,21-Feb-19,Air Can,DORVAL,AIR Canada,20190221,21-Feb-19,,,,,,,,,
12192628,31,AC.TO,28-Feb-19,Air Can,Toronto,AIR Canada,20190228,28-Feb-19,,,,,,,,,
12273757,1,ACA.L,11-Feb-19,Full Ye,NAN,Acacia Mining PLC,20190211,11-Feb-19,,,,,,,,,
12334152,1,ACA.N,28-Feb-19,Q4 2018,NAN,Arcosa Inc,20190228,28-Feb-19,,,,,,,,,
12285051,1,ACA.PA,14-Feb-19,Full Ye,Paris,Credit Agricole SA,20190214,14-Feb-19,,,,,,,,,
12321727,1,ACAD,26-Feb-19,Q4 2018,SAN DIEGO,ACADIA Pharmaceuticals Inc,20190226,26-Feb-19,141846,20181231,ACAD,4225108,ACADIA PHARMACEUTICALS INC,20190226,14,USA,0
12238831,7,ACAD,9-Jan-19,ACADIA,San Francisco,ACADIA Pharmaceuticals Inc,20190109,9-Jan-19,,,,,,,,,
12277392,1,ACAD.ST,31-Jan-19,Q2 2019,STOCKHOLM,AcadeMedia AB,20190131,31-Jan-19,,,,,,,,,
12258711,1,ACB.V,11-Feb-19,Q2 2019,Vancouver,Aurora Cannabis Inc,20190211,11-Feb-19,,,,,,,,,
12258242,1,ACBI,1-Feb-19,Q4 2018,NAN,Atlantic Capital Bancshare,20190201,1-Feb-19,179048,20181231,ACBI,48269203,ATLANTIC CAP BANCSHARES INC,20190131,14,USA,-1
12277096,1,ACC,20-Feb-19,Q4 2018,AUSTIN,American Campus Communitie,20190220,20-Feb-19,161048,20181231,ACC,24835100,AMERICAN CAMPUS COMMUNITIES,20190219,11,USA,-1
